Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
410.000000	0.00226392	410.000000	0.00230146	410.000000	0.00225706	410.000000	0.00225267	410.000000	0.00230089	410.000000	5.7182e-07	
420.000000	0.00223775	420.000000	0.002276	420.000000	0.00223218	420.000000	0.00222773	420.000000	0.00227545	420.000000	5.59242e-07	
430.000000	0.00221279	430.000000	0.00225175	430.000000	0.00220852	430.000000	0.00220399	430.000000	0.0022512	430.000000	5.47225e-07	
440.000000	0.00218895	440.000000	0.00222861	440.000000	0.00218587	440.000000	0.00218136	440.000000	0.00222808	440.000000	5.35733e-07	
450.000000	0.00216616	450.000000	0.00220653	450.000000	0.00216421	450.000000	0.00215977	450.000000	0.00220601	450.000000	5.2473e-07	
460.000000	0.00214436	460.000000	0.00218543	460.000000	0.00214354	460.000000	0.00213916	460.000000	0.00218492	460.000000	5.14186e-07	
470.000000	0.0021235	470.000000	0.00216526	470.000000	0.0021238	470.000000	0.00211947	470.000000	0.00216475	470.000000	5.04073e-07	
480.000000	0.0021035	480.000000	0.00214595	480.000000	0.00210491	480.000000	0.00210064	480.000000	0.00214545	480.000000	4.94364e-07	
490.000000	0.00208433	490.000000	0.00212746	490.000000	0.00208682	490.000000	0.00208261	490.000000	0.00212697	490.000000	4.85035e-07	
500.000000	0.00206594	500.000000	0.00210973	500.000000	0.00206953	500.000000	0.00206535	500.000000	0.00210925	500.000000	4.76065e-07	
520.000000	0.00203131	520.000000	0.00207641	520.000000	0.00203721	520.000000	0.00203293	520.000000	0.00207595	520.000000	4.59117e-07	
540.000000	0.0019993	540.000000	0.00204568	540.000000	0.00200736	540.000000	0.00200307	540.000000	0.00204524	540.000000	4.43376e-07	
560.000000	0.00196965	560.000000	0.00201726	560.000000	0.00197969	560.000000	0.0019755	560.000000	0.00201684	560.000000	4.28714e-07	
580.000000	0.00194213	580.000000	0.00199093	580.000000	0.00195411	580.000000	0.00194998	580.000000	0.00199052	580.000000	4.15024e-07	
600.000000	0.00191653	600.000000	0.00196648	600.000000	0.00193035	600.000000	0.00192631	600.000000	0.00196608	600.000000	4.02211e-07	
620.000000	0.00189268	620.000000	0.00194374	620.000000	0.00190831	620.000000	0.00190431	620.000000	0.00194335	620.000000	3.90192e-07	
640.000000	0.00187042	640.000000	0.00192254	640.000000	0.00188789	640.000000	0.00188383	640.000000	0.00192216	640.000000	3.78895e-07	
660.000000	0.00184961	660.000000	0.00190276	660.000000	0.00186884	660.000000	0.00186473	660.000000	0.00190239	660.000000	3.68256e-07	
680.000000	0.00183014	680.000000	0.00188426	680.000000	0.00185095	680.000000	0.00184688	680.000000	0.00188391	680.000000	3.58218e-07	
700.000000	0.00181189	700.000000	0.00186695	700.000000	0.00183419	700.000000	0.00183018	700.000000	0.0018666	700.000000	3.48732e-07	
720.000000	0.00179477	720.000000	0.00185073	720.000000	0.0018185	720.000000	0.00181454	720.000000	0.00185039	720.000000	3.39752e-07	
