275
Iron
 4.000000E+05  0.000000E+00
  4.010000E+05  1.660000E-03
  4.758000E+05  1.720000E-03
  5.506000E+05  1.478000E-03
  6.254000E+05  2.330000E-03
  7.002000E+05  3.976000E-03
  7.750000E+05  5.140000E-03
  8.498000E+05  5.260000E-03
  9.246000E+05  1.731960E-01
  9.994000E+05  8.781020E-01
  1.074200E+06  4.127120E-01
  1.149000E+06  3.825500E-01
  1.223800E+06  6.716160E-01
  1.298600E+06  5.977680E-01
  1.373400E+06  5.362872E-01
  1.448200E+06  8.400665E-01
  1.523000E+06  8.925433E-01
  1.597800E+06  8.418056E-01
  1.672600E+06  8.647525E-01
  1.747400E+06  8.227448E-01
  1.822200E+06  6.077426E-01
  1.897000E+06  5.597456E-01
  1.971800E+06  9.938262E-01
  2.046600E+06  9.314879E-01
  2.121400E+06  9.120416E-01
  2.196200E+06  9.233694E-01
  2.271000E+06  9.375727E-01
  2.370000E+06  8.944600E-01
  2.460000E+06  1.015100E+00
  2.534800E+06  9.744120E-01
  2.705900E+06  8.813000E-01
  2.800000E+06  8.610700E-01
  2.950000E+06  1.136800E+00
  3.024800E+06  1.065142E+00
  3.099600E+06  1.063354E+00
  3.176300E+06  1.114800E+00
  3.251100E+06  1.171962E+00
  3.325900E+06  1.185983E+00
  3.400700E+06  1.192700E+00
  3.475500E+06  1.206384E+00
  3.550300E+06  1.231648E+00
  3.625100E+06  1.250876E+00
  3.699900E+06  1.274418E+00
  3.774700E+06  1.281223E+00
  3.849500E+06  1.282560E+00
  3.924300E+06  1.279480E+00
  3.999100E+06  1.296705E+00
  4.073900E+06  1.306016E+00
  4.148700E+06  1.309258E+00
  4.223500E+06  1.324274E+00
  4.298300E+06  1.330461E+00
  4.373100E+06  1.323367E+00
  4.447900E+06  1.323000E+00
  4.522700E+06  1.335859E+00
  4.597500E+06  1.345570E+00
  4.672300E+06  1.355593E+00
  4.747100E+06  1.364398E+00
  4.821900E+06  1.371871E+00
  4.900000E+06  1.378900E+00
  5.000000E+06  1.388200E+00
  5.200000E+06  1.402200E+00
  5.274800E+06  1.406471E+00
  5.400000E+06  1.413900E+00
  5.500000E+06  1.419000E+00
  5.600000E+06  1.424100E+00
  5.750000E+06  1.430500E+00
  5.824800E+06  1.433418E+00
  6.000000E+06  1.439900E+00
  6.200000E+06  1.446700E+00
  6.400000E+06  1.452600E+00
  6.500000E+06  1.456400E+00
  6.600000E+06  1.456400E+00
  6.800000E+06  1.455600E+00
  7.000000E+06  1.450700E+00
  7.500000E+06  1.441300E+00
  7.747200E+06  1.436300E+00
  8.000000E+06  1.431100E+00
  8.102500E+06  1.429800E+00
  8.500000E+06  1.424600E+00
  9.000000E+06  1.423400E+00
  9.500000E+06  1.420900E+00
  1.000000E+07  1.423100E+00
  1.036400E+07  1.426100E+00
  1.050000E+07  1.427300E+00
  1.072000E+07  1.426800E+00
  1.100000E+07  1.426400E+00
  1.140200E+07  1.424400E+00
  1.150000E+07  1.426100E+00
  1.160000E+07  1.426700E+00
  1.170000E+07  1.427400E+00
  1.180000E+07  1.428200E+00
  1.190000E+07  1.428900E+00
  1.200000E+07  1.429600E+00
  1.214300E+07  1.426700E+00
  1.221780E+07  1.425466E+00
  1.240000E+07  1.424100E+00
  1.250000E+07  1.422700E+00
  1.260000E+07  1.421200E+00
  1.280000E+07  1.416500E+00
  1.300000E+07  1.412500E+00
  1.340000E+07  1.404500E+00
  1.350000E+07  1.402100E+00
  1.380000E+07  1.396200E+00
  1.400000E+07  1.390900E+00
  1.420000E+07  1.386100E+00
  1.450000E+07  1.378000E+00
  1.460000E+07  1.375600E+00
  1.500000E+07  1.365400E+00
  1.550000E+07  1.350800E+00
  1.600000E+07  1.335200E+00
  1.650000E+07  1.322600E+00
  1.700000E+07  1.307700E+00
  1.750000E+07  1.295400E+00
  1.800000E+07  1.283400E+00
  1.850000E+07  1.271500E+00
  1.900000E+07  1.259300E+00
  1.950000E+07  1.249400E+00
  2.000000E+07  1.239800E+00
  2.007480E+07  1.293653E+00
  2.016560E+07  1.291361E+00
  2.054309E+07  1.281678E+00
  2.086580E+07  1.273140E+00
  2.100000E+07  1.269499E+00
  2.107480E+07  1.267440E+00
  2.124309E+07  1.262745E+00
  2.200000E+07  1.240148E+00
  2.300000E+07  1.208314E+00
  2.400000E+07  1.177185E+00
  2.438810E+07  1.165120E+00
  2.495239E+07  1.147263E+00
  2.502719E+07  1.145009E+00
  2.600000E+07  1.117422E+00
  2.665984E+07  1.103465E+00
  2.688543E+07  1.099574E+00
  2.700000E+07  1.097733E+00
  2.800000E+07  1.084381E+00
  2.891234E+07  1.074307E+00
  2.900000E+07  1.073379E+00
  2.910871E+07  1.072232E+00
  2.943550E+07  1.068785E+00
  2.969144E+07  1.066063E+00
  3.000000E+07  1.062720E+00
  3.014874E+07  1.061093E+00
  3.056369E+07  1.056617E+00
  3.100000E+07  1.051998E+00
  3.112462E+07  1.050694E+00
  3.185028E+07  1.043209E+00
  3.200000E+07  1.041686E+00
  3.300000E+07  1.031646E+00
  3.351578E+07  1.026537E+00
  3.400000E+07  1.021769E+00
  3.448556E+07  1.017004E+00
  3.500000E+07  1.011965E+00
  3.529143E+07  1.009093E+00
  3.590011E+07  1.003006E+00
  3.600000E+07  1.002000E+00
  3.676432E+07  9.942886E-01
  3.700000E+07  9.919190E-01
  3.707480E+07  9.911778E-01
  3.800000E+07  9.820197E-01
  3.814661E+07  9.805989E-01
  3.822141E+07  9.798784E-01
  3.900000E+07  9.725446E-01
  4.000000E+07  9.636898E-01
  4.007480E+07  9.630556E-01
  4.045265E+07  9.598576E-01
  4.100000E+07  9.552743E-01
  4.200000E+07  9.471633E-01
  4.232492E+07  9.446288E-01
  4.267023E+07  9.420016E-01
  4.300000E+07  9.395626E-01
  4.400000E+07  9.326418E-01
  4.424116E+07  9.310908E-01
  4.500000E+07  9.265411E-01
  4.536171E+07  9.245097E-01
  4.594759E+07  9.212710E-01
  4.602239E+07  9.208625E-01
  4.629423E+07  9.193839E-01
  4.663802E+07  9.175332E-01
  4.700000E+07  9.156064E-01
  4.800000E+07  9.103959E-01
  4.812231E+07  9.097696E-01
  4.900000E+07  9.053423E-01
  4.935627E+07  9.035779E-01
  5.000000E+07  9.004361E-01
  5.100000E+07  8.956684E-01
  5.157242E+07  8.929984E-01
  5.164722E+07  8.926542E-01
  5.200000E+07  8.910311E-01
  5.266386E+07  8.880209E-01
  5.300000E+07  8.865167E-01
  5.307480E+07  8.861842E-01
  5.344275E+07  8.845555E-01
  5.400000E+07  8.821185E-01
