322
Aluminum
 1.000000e-05 0.
 8.450000e+05 0.
 8.752920e+05 7.101890e-04
 9.000000e+05 1.229180e-02
 1.000000e+06 4.877990e-02
 1.052370e+06 5.811580e-02
 1.250000e+06 2.105660e-01
 1.500000e+06 2.926220e-01
 1.750000e+06 3.248490e-01
 1.896900e+06 3.302060e-01
 2.000000e+06 3.339660e-01
 2.250000e+06 3.372310e-01
 2.293750e+06 3.349420e-01
 2.500000e+06 4.609470e-01
 2.750000e+06 5.294320e-01
 2.837030e+06 5.341830e-01
 2.918370e+06 5.616890e-01
 3.000000e+06 5.892910e-01
 3.092540e+06 5.866490e-01
 3.116300e+06 5.888730e-01
 3.247350e+06 6.673960e-01
 3.250000e+06 6.689820e-01
 3.500000e+06 7.200510e-01
 3.658380e+06 7.346660e-01
 3.737290e+06 7.419480e-01
 3.750000e+06 7.431200e-01
 3.817670e+06 7.453990e-01
 3.831700e+06 7.466570e-01
 3.909430e+06 7.536300e-01
 4.000000e+06 7.617550e-01
 4.104710e+06 7.649530e-01
 4.205860e+06 7.728150e-01
 4.250000e+06 7.775000e-01
 4.500000e+06 7.947710e-01
 4.575060e+06 7.913970e-01
 4.638890e+06 7.927550e-01
 4.642110e+06 7.928230e-01
 4.644190e+06 7.928680e-01
 4.678910e+06 7.936060e-01
 4.750000e+06 8.037480e-01
 4.751210e+06 8.036960e-01
 4.816430e+06 8.077270e-01
 4.991570e+06 8.185520e-01
 5.000000e+06 8.203670e-01
 5.122540e+06 8.341020e-01
 5.162460e+06 8.385770e-01
 5.203270e+06 8.431510e-01
 5.250000e+06 8.483880e-01
 5.349060e+06 8.527680e-01
 5.444390e+06 8.594150e-01
 5.451910e+06 8.603430e-01
 5.500000e+06 8.662750e-01
 5.502120e+06 8.662780e-01
 5.518100e+06 8.663010e-01
 5.589160e+06 8.664030e-01
 5.622510e+06 8.664510e-01
 5.635890e+06 8.669120e-01
 5.641700e+06 8.674120e-01
 5.705400e+06 8.757260e-01
 5.750000e+06 8.846740e-01
 5.758200e+06 8.850000e-01
 5.797880e+06 8.872530e-01
 5.824330e+06 8.887550e-01
 5.854710e+06 8.904800e-01
 5.878850e+06 8.918510e-01
 5.905640e+06 8.951370e-01
 5.926100e+06 8.976460e-01
 5.966300e+06 9.025760e-01
 6.000000e+06 9.069100e-01
 6.044620e+06 9.103400e-01
 6.182390e+06 9.233870e-01
 6.201840e+06 9.260690e-01
 6.250000e+06 9.327110e-01
 6.259600e+06 9.329750e-01
 6.273620e+06 9.333600e-01
 6.307290e+06 9.342930e-01
 6.336470e+06 9.353140e-01
 6.344010e+06 9.355780e-01
 6.389450e+06 9.379700e-01
 6.459520e+06 9.426500e-01
 6.500000e+06 9.453530e-01
 6.522030e+06 9.449900e-01
 6.584400e+06 9.462970e-01
 6.619900e+06 9.470420e-01
 6.705640e+06 9.488390e-01
 6.719440e+06 9.496270e-01
 6.745300e+06 9.521320e-01
 6.750000e+06 9.525870e-01
 6.755230e+06 9.523540e-01
 6.777220e+06 9.523770e-01
 6.788350e+06 9.526550e-01
 6.851550e+06 9.542350e-01
 6.852230e+06 9.542510e-01
 6.900150e+06 9.557210e-01
 6.904660e+06 9.559810e-01
 6.963950e+06 9.594050e-01
 6.970620e+06 9.599460e-01
 7.000000e+06 9.623310e-01
 7.011490e+06 9.617730e-01
 7.017900e+06 9.614620e-01
 7.028680e+06 9.612420e-01
 7.040540e+06 9.611350e-01
 7.066680e+06 9.608970e-01
 7.068930e+06 9.608770e-01
 7.074950e+06 9.608300e-01
 7.075830e+06 9.608800e-01
 7.112870e+06 9.630170e-01
 7.250000e+06 9.709260e-01
 7.262250e+06 9.706840e-01
 7.500000e+06 9.659860e-01
 7.750000e+06 9.595110e-01
 8.000000e+06 9.590700e-01
 8.149910e+06 9.647050e-01
 8.250000e+06 9.684670e-01
 8.500000e+06 9.741590e-01
 8.581370e+06 9.745030e-01
 9.000000e+06 9.773080e-01
 9.321820e+06 9.798430e-01
 9.500000e+06 9.812460e-01
 9.996060e+06 9.736390e-01
 1.000000e+07 9.735780e-01
 1.036140e+07 9.649760e-01
 1.046700e+07 9.624640e-01
 1.050000e+07 9.616830e-01
 1.075340e+07 9.641090e-01
 1.076740e+07 9.642430e-01
 1.078600e+07 9.644210e-01
 1.100000e+07 9.664690e-01
 1.128860e+07 9.672270e-01
 1.128970e+07 9.672300e-01
 1.135710e+07 9.674240e-01
 1.143170e+07 9.676400e-01
 1.150000e+07 9.678370e-01
 1.176220e+07 9.675940e-01
 1.189670e+07 9.674700e-01
 1.195210e+07 9.674190e-01
 1.200000e+07 9.673740e-01
 1.217640e+07 9.679630e-01
 1.220270e+07 9.680510e-01
