20	30.4	0	45
20	30.4	45	90
20	30.4	90	135
20	30.4	135	180
20	30.4	180	225
20	30.4	225	270
20	30.4	270	315
20	30.4	315	360
30.4	38.2	0	45
30.4	38.2	45	90
30.4	38.2	90	135
30.4	38.2	135	180
30.4	38.2	180	225
30.4	38.2	225	270
30.4	38.2	270	315
30.4	38.2	315	360
38.2	44.6	0	45
38.2	44.6	45	90
38.2	44.6	90	135
38.2	44.6	135	180
38.2	44.6	180	225
38.2	44.6	225	270
38.2	44.6	270	315
38.2	44.6	315	360
